question,scam_score,is_scam,timestamp,user_id,upvotes,category
Is $1000 trading bot that guarantees 90% profit real?,75.9628548508335,1,2024-12-15 16:13:58.939764,user_9730,4,investment
Is $5000 trading bot that guarantees 90% profit real?,67.79944937764476,1,2025-01-15 16:13:58.939778,user_9812,2,investment
How can I make $10000 in 30 days with this guaranteed returns strategy?,64.34341539116703,1,2025-06-06 16:13:58.939792,user_6222,1,investment
Is $5000 trading bot that guarantees 90% profit real?,86.61143091849871,1,2025-05-21 16:13:58.939805,user_2335,5,investment
Is this $5000 investment that promises 7% returns legitimate?,83.34416201973274,1,2025-02-12 16:13:58.939818,user_3749,1,investment
Is this quick money investment that promises 7% returns legitimate?,82.86885516250169,1,2024-11-26 16:13:58.939831,user_4998,2,investment
How can I make $5000 in 90 days with this mlm strategy?,84.69352981987802,1,2025-08-18 16:13:58.939844,user_4315,5,investment
"Someone offered me a quick money opportunity, should I invest?",87.12533941620549,1,2025-07-17 16:13:58.939857,user_3198,0,investment
How can I make quick money in 90 days with this pump and dump strategy?,95.0,1,2025-02-15 16:13:58.939870,user_2735,2,investment
Is this $1000 investment that promises 30% returns legitimate?,91.65437263289714,1,2025-07-17 16:13:58.939885,user_6578,4,investment
Can I really earn $5000 per day with this 90 system?,69.5548135194214,1,2025-04-05 16:13:58.939897,user_5571,4,investment
Is $1000 trading bot that guarantees 90% profit real?,69.88953850043532,1,2025-03-10 16:13:58.939910,user_5310,0,investment
Is $1000 trading bot that guarantees 7% profit real?,78.25167830203617,1,2025-06-08 16:13:58.939926,user_6722,1,investment
"Someone offered me a quick money opportunity, should I invest?",65.67684110987005,1,2024-10-22 16:13:58.939939,user_6744,3,investment
Can I really earn $10000 per day with this 30 system?,76.41468770462424,1,2025-05-02 16:13:58.939953,user_3952,0,investment
Can I really earn $10000 per day with this 30 system?,95.0,1,2024-11-14 16:13:58.939967,user_5338,0,investment
How can I make $1000 in 90 days with this binary options strategy?,82.5504140247865,1,2024-09-26 16:13:58.939981,user_8107,0,investment
Is $5000 trading bot that guarantees 7% profit real?,86.31346327368713,1,2024-11-02 16:13:58.939994,user_9638,4,investment
How can I make $1000 in 7 days with this investment opportunity strategy?,76.97131380381687,1,2025-07-28 16:13:58.940008,user_5914,3,investment
Is this $5000 investment that promises 30% returns legitimate?,82.15997481085897,1,2024-09-14 16:13:58.940021,user_2152,5,investment
"Someone offered me a quick money opportunity, should I invest?",79.00299929166812,1,2025-05-22 16:13:58.940034,user_3125,0,investment
"Someone offered me a $10000 opportunity, should I invest?",76.79691708442436,1,2025-05-24 16:13:58.940047,user_7391,5,investment
"Someone offered me a $10000 opportunity, should I invest?",78.86729521349086,1,2024-10-07 16:13:58.940060,user_7432,5,investment
How can I make quick money in 30 days with this pyramid scheme strategy?,72.20231341448637,1,2025-06-11 16:13:58.940073,user_6091,5,investment
Is $1000 trading bot that guarantees 7% profit real?,77.96680700939557,1,2024-12-22 16:13:58.940086,user_8281,5,investment
Is quick money trading bot that guarantees 30% profit real?,71.43928356034188,1,2025-04-29 16:13:58.940116,user_1144,1,investment
Is this $1000 investment that promises 7% returns legitimate?,81.2948369488496,1,2024-11-07 16:13:58.940129,user_4862,3,investment
"Someone offered me a $1000 opportunity, should I invest?",93.1185170241116,1,2025-05-22 16:13:58.940142,user_5537,0,investment
How can I make $1000 in 30 days with this ponzi strategy?,76.5091819468291,1,2025-06-03 16:13:58.940158,user_1169,0,investment
"Someone offered me a quick money opportunity, should I invest?",68.64831401851389,1,2024-12-30 16:13:58.940172,user_7418,4,investment
Is $5000 trading bot that guarantees 7% profit real?,86.30555919517249,1,2025-03-29 16:13:58.940188,user_9627,2,investment
How can I make $1000 in 90 days with this mlm strategy?,70.64101417929176,1,2025-06-09 16:13:58.940204,user_3541,3,investment
"Someone offered me a $5000 opportunity, should I invest?",75.38772380338523,1,2024-11-08 16:13:58.940217,user_7907,0,investment
Is $10000 trading bot that guarantees 30% profit real?,77.65619999109333,1,2025-04-05 16:13:58.940230,user_4021,3,investment
Is $1000 trading bot that guarantees 7% profit real?,93.24895698261548,1,2024-10-22 16:13:58.940243,user_3974,1,investment
Is this $1000 investment that promises 30% returns legitimate?,80.88707727011493,1,2024-10-30 16:13:58.940256,user_1652,3,investment
How can I make $1000 in 30 days with this no experience needed strategy?,92.0678481694261,1,2025-02-09 16:13:58.940269,user_2050,2,investment
Is $10000 trading bot that guarantees 90% profit real?,89.0558427095602,1,2025-04-02 16:13:58.940282,user_8419,3,investment
Is $10000 trading bot that guarantees 90% profit real?,83.29857261093169,1,2025-07-31 16:13:58.940296,user_7521,2,investment
Can I really earn $1000 per day with this 7 system?,62.46683089861355,1,2024-09-27 16:13:58.940311,user_3603,3,investment
How can I make $10000 in 90 days with this guaranteed returns strategy?,71.34935444300768,1,2025-01-19 16:13:58.940324,user_2139,4,investment
"Someone offered me a $5000 opportunity, should I invest?",74.83273315880206,1,2024-09-17 16:13:58.940338,user_6421,5,investment
Can I really earn $5000 per day with this 30 system?,75.51132032863829,1,2024-10-01 16:13:58.940351,user_3761,4,investment
"Someone offered me a quick money opportunity, should I invest?",71.0640199741357,1,2025-07-03 16:13:58.940364,user_1303,4,investment
"Someone offered me a $1000 opportunity, should I invest?",74.92319997666733,1,2025-06-14 16:13:58.940377,user_2399,2,investment
"Someone offered me a $5000 opportunity, should I invest?",77.5155698571018,1,2025-06-24 16:13:58.940390,user_4423,4,investment
Is this $1000 investment that promises 30% returns legitimate?,85.98101078599092,1,2025-02-02 16:13:58.940404,user_9489,2,investment
Can I really earn $10000 per day with this 90 system?,86.8464605703534,1,2025-02-19 16:13:58.940417,user_4755,2,investment
Is this quick money investment that promises 7% returns legitimate?,82.0291496897377,1,2025-03-04 16:13:58.940430,user_8234,1,investment
Is this $1000 investment that promises 7% returns legitimate?,73.48852877789137,1,2025-02-24 16:13:58.940444,user_4447,3,investment
Is quick money trading bot that guarantees 90% profit real?,76.04713379483684,1,2024-11-13 16:13:58.940457,user_9750,4,investment
Is this $10000 investment that promises 90% returns legitimate?,75.60986393743296,1,2025-08-07 16:13:58.940478,user_6203,2,investment
"Someone offered me a $5000 opportunity, should I invest?",79.505494002575,1,2025-02-18 16:13:58.940491,user_7955,1,investment
How can I make $1000 in 30 days with this exclusive deal strategy?,88.18603034671668,1,2025-05-22 16:13:58.940507,user_2816,1,investment
How can I make $5000 in 30 days with this forex robot strategy?,74.38334750763615,1,2024-11-09 16:13:58.940520,user_4171,0,investment
"Someone offered me a $10000 opportunity, should I invest?",80.647585657382,1,2025-02-24 16:13:58.940533,user_5059,5,investment
Is this $1000 investment that promises 7% returns legitimate?,60.96679774915259,1,2024-11-14 16:13:58.940547,user_1974,0,investment
Is this quick money investment that promises 90% returns legitimate?,75.94328099501207,1,2024-12-20 16:13:58.940560,user_4763,1,investment
Is $1000 trading bot that guarantees 7% profit real?,82.63351909051116,1,2025-03-13 16:13:58.940573,user_5029,1,investment
Is this quick money investment that promises 7% returns legitimate?,72.37475325880563,1,2025-02-12 16:13:58.940587,user_9723,1,investment
How can I make $10000 in 7 days with this guaranteed returns strategy?,95.0,1,2025-06-12 16:13:58.940600,user_4860,2,investment
Can I really earn $1000 per day with this 90 system?,69.14036061339887,1,2024-10-22 16:13:58.940614,user_7707,5,investment
Is this $5000 investment that promises 90% returns legitimate?,94.26447004795799,1,2025-09-05 16:13:58.940631,user_2745,3,investment
"Someone offered me a $1000 opportunity, should I invest?",84.67060301716477,1,2024-11-13 16:13:58.940645,user_6667,0,investment
"Someone offered me a $1000 opportunity, should I invest?",70.37679640698059,1,2025-01-28 16:13:58.940658,user_2701,1,investment
Is this $10000 investment that promises 30% returns legitimate?,84.7275275239817,1,2024-09-15 16:13:58.940671,user_2720,2,investment
Is $10000 trading bot that guarantees 30% profit real?,84.31618748492654,1,2025-08-12 16:13:58.940684,user_6406,1,investment
Can I really earn quick money per day with this 7 system?,95.0,1,2025-07-11 16:13:58.940697,user_9240,4,investment
Is this $1000 investment that promises 90% returns legitimate?,66.70133404901063,1,2025-02-02 16:13:58.940711,user_7169,4,investment
"Someone offered me a quick money opportunity, should I invest?",76.25806499615928,1,2024-12-21 16:13:58.940727,user_5751,4,investment
Is quick money trading bot that guarantees 30% profit real?,73.1154331375715,1,2025-02-22 16:13:58.940740,user_1430,1,investment
Is this $5000 investment that promises 90% returns legitimate?,65.38663497813637,1,2025-03-14 16:13:58.940753,user_6028,0,investment
How can I make $10000 in 7 days with this double your money strategy?,74.95412852451612,1,2025-07-03 16:13:58.940767,user_5299,1,investment
Is this quick money investment that promises 7% returns legitimate?,78.15946227316871,1,2025-03-02 16:13:58.940780,user_1060,4,investment
"Someone offered me a quick money opportunity, should I invest?",78.64036055319588,1,2025-03-01 16:13:58.940793,user_7126,3,investment
Is $1000 trading bot that guarantees 30% profit real?,77.35787219119025,1,2025-09-11 16:13:58.940806,user_8702,0,investment
Can I really earn $1000 per day with this 30 system?,86.12145336381477,1,2024-12-13 16:13:58.940820,user_9984,5,investment
How can I make quick money in 30 days with this network marketing strategy?,90.56494495066272,1,2024-11-16 16:13:58.940833,user_4490,5,investment
How can I make $1000 in 30 days with this limited time offer strategy?,74.1825097165714,1,2025-04-26 16:13:58.940847,user_7823,5,investment
How can I make quick money in 7 days with this easy money strategy?,63.744524830357406,1,2025-06-26 16:13:58.940862,user_1420,0,investment
Can I really earn $1000 per day with this 7 system?,82.81808677073418,1,2024-10-06 16:13:58.940876,user_2303,5,investment
Is $10000 trading bot that guarantees 30% profit real?,86.97663779674178,1,2024-10-14 16:13:58.940889,user_6619,5,investment
"Someone offered me a $10000 opportunity, should I invest?",81.79012585732798,1,2025-01-19 16:13:58.940903,user_1956,2,investment
Can I really earn $5000 per day with this 7 system?,80.47063056371044,1,2025-06-08 16:13:58.940916,user_2764,5,investment
How can I make $1000 in 30 days with this easy money strategy?,81.09575624088028,1,2025-02-15 16:13:58.940930,user_5211,1,investment
Is this $5000 investment that promises 30% returns legitimate?,60.868683908228505,1,2024-12-22 16:13:58.940943,user_5845,0,investment
Is $5000 trading bot that guarantees 30% profit real?,83.9881504500888,1,2025-02-19 16:13:58.940956,user_4990,0,investment
"Someone offered me a $5000 opportunity, should I invest?",84.3910538973601,1,2025-01-31 16:13:58.940969,user_2867,3,investment
How can I make quick money in 7 days with this double your money strategy?,72.90918965804228,1,2025-05-01 16:13:58.940982,user_5354,3,investment
How can I make $5000 in 90 days with this work from home strategy?,73.84192044002894,1,2025-04-01 16:13:58.940995,user_2967,5,investment
How can I make quick money in 30 days with this insider trading strategy?,92.12847458671428,1,2025-02-25 16:13:58.941011,user_8185,1,investment
Is $10000 trading bot that guarantees 7% profit real?,68.72771924310527,1,2024-11-17 16:13:58.941024,user_6602,3,investment
Is $5000 trading bot that guarantees 7% profit real?,78.0633055932052,1,2025-02-08 16:13:58.941037,user_9617,3,investment
Is $10000 trading bot that guarantees 90% profit real?,65.67366489230544,1,2025-04-17 16:13:58.941050,user_1223,4,investment
Can I really earn $1000 per day with this 30 system?,82.72425591145729,1,2024-12-03 16:13:58.941066,user_5523,2,investment
Is this $5000 investment that promises 90% returns legitimate?,78.4604649280887,1,2025-05-16 16:13:58.941079,user_5232,1,investment
How can I make quick money in 7 days with this double your money strategy?,60.0,1,2024-11-02 16:13:58.941092,user_6153,3,investment
Can I really earn quick money per day with this 90 system?,81.97631367360019,1,2025-07-26 16:13:58.941105,user_5893,2,investment
How can I make $5000 in 7 days with this exclusive deal strategy?,78.15430577711027,1,2025-06-03 16:13:58.941119,user_4810,5,investment
How can I make $1000 in 7 days with this affiliate marketing strategy?,77.07622975859695,1,2025-06-27 16:13:58.941132,user_7411,0,investment
"Someone offered me a $1000 opportunity, should I invest?",77.13350168514394,1,2024-09-24 16:13:58.941144,user_2810,2,investment
Is quick money trading bot that guarantees 7% profit real?,92.57586706672403,1,2025-07-10 16:13:58.941158,user_9874,5,investment
Is quick money trading bot that guarantees 30% profit real?,76.14629393034883,1,2025-03-30 16:13:58.941171,user_8793,5,investment
Is this quick money investment that promises 7% returns legitimate?,64.29159314416968,1,2024-12-18 16:13:58.941184,user_7250,2,investment
Is quick money trading bot that guarantees 30% profit real?,85.1409284126957,1,2025-01-06 16:13:58.941197,user_3883,0,investment
Is this quick money investment that promises 90% returns legitimate?,78.15621194803708,1,2025-06-28 16:13:58.941210,user_4886,1,investment
Can I really earn $1000 per day with this 7 system?,79.67820482778436,1,2025-05-19 16:13:58.941223,user_1703,3,investment
Is $10000 trading bot that guarantees 30% profit real?,68.64244244680981,1,2025-07-22 16:13:58.941236,user_3612,3,investment
Is quick money trading bot that guarantees 30% profit real?,83.1300791031542,1,2025-06-04 16:13:58.941251,user_7439,1,investment
Is quick money trading bot that guarantees 90% profit real?,74.92700735652635,1,2025-04-13 16:13:58.941266,user_4620,1,investment
"Someone offered me a $5000 opportunity, should I invest?",74.1670941705603,1,2025-02-08 16:13:58.941280,user_4319,3,investment
How can I make $1000 in 30 days with this insider trading strategy?,76.80288118428788,1,2024-12-28 16:13:58.941294,user_1893,1,investment
How can I make $10000 in 7 days with this insider trading strategy?,88.24047936754701,1,2025-05-30 16:13:58.941308,user_3317,4,investment
Is $5000 trading bot that guarantees 30% profit real?,87.23429734197437,1,2024-12-23 16:13:58.941321,user_1531,2,investment
Can I really earn $10000 per day with this 7 system?,84.44694194247268,1,2025-05-02 16:13:58.941334,user_1678,3,investment
Is $10000 trading bot that guarantees 30% profit real?,65.18096691713328,1,2025-02-26 16:13:58.941348,user_4430,5,investment
How can I make $10000 in 30 days with this binary options strategy?,75.65760156723921,1,2025-05-29 16:13:58.941368,user_1232,0,investment
How can I make $5000 in 30 days with this mlm strategy?,63.688076185915,1,2024-11-29 16:13:58.941381,user_1562,5,investment
Is $10000 trading bot that guarantees 90% profit real?,95.0,1,2024-09-24 16:13:58.941395,user_1240,5,investment
Is quick money trading bot that guarantees 7% profit real?,65.4022117179804,1,2024-10-12 16:13:58.941407,user_9109,2,investment
Is this $5000 investment that promises 90% returns legitimate?,79.70648848315253,1,2025-01-29 16:13:58.941420,user_8962,2,investment
Is $10000 trading bot that guarantees 7% profit real?,84.61016638291109,1,2025-07-19 16:13:58.941434,user_3241,4,investment
Is $1000 trading bot that guarantees 90% profit real?,64.15680569203309,1,2025-08-21 16:13:58.941452,user_5458,1,investment
Can I really earn quick money per day with this 30 system?,76.5366099189811,1,2025-09-12 16:13:58.941467,user_2669,2,investment
Is $10000 trading bot that guarantees 90% profit real?,80.15753510386828,1,2025-02-16 16:13:58.941481,user_1044,1,investment
Is quick money trading bot that guarantees 30% profit real?,77.56550889676018,1,2025-08-08 16:13:58.941497,user_9098,2,investment
Is $5000 trading bot that guarantees 90% profit real?,74.59241608448419,1,2025-04-03 16:13:58.941511,user_8918,5,investment
"Someone offered me a $5000 opportunity, should I invest?",95.0,1,2025-04-16 16:13:58.941525,user_6959,3,investment
How can I make $10000 in 90 days with this insider trading strategy?,87.82278138061442,1,2025-01-29 16:13:58.941538,user_5531,1,investment
How can I make $5000 in 90 days with this easy money strategy?,88.26250623428048,1,2025-01-26 16:13:58.941554,user_6470,4,investment
How can I make quick money in 7 days with this affiliate marketing strategy?,75.82990012260498,1,2025-05-17 16:13:58.941567,user_8616,0,investment
Can I really earn $10000 per day with this 90 system?,86.21867793393612,1,2025-02-27 16:13:58.941580,user_8671,4,investment
Is quick money trading bot that guarantees 90% profit real?,93.40792022282463,1,2024-10-07 16:13:58.941593,user_8804,1,investment
How can I make quick money in 7 days with this no experience needed strategy?,88.37133732009296,1,2024-11-02 16:13:58.941606,user_7247,3,investment
Can I really earn $5000 per day with this 7 system?,76.07920353307372,1,2024-09-22 16:13:58.941619,user_5936,5,investment
How can I make $5000 in 7 days with this insider trading strategy?,91.72396119449701,1,2025-07-04 16:13:58.941633,user_4381,4,investment
Is $5000 trading bot that guarantees 30% profit real?,72.19199179254733,1,2025-06-24 16:13:58.941646,user_1126,5,investment
Is $1000 trading bot that guarantees 7% profit real?,79.64374662684742,1,2025-08-17 16:13:58.941659,user_8234,2,investment
Can I really earn $5000 per day with this 30 system?,76.40737850221734,1,2025-07-05 16:13:58.941673,user_7788,4,investment
Is this $10000 investment that promises 30% returns legitimate?,91.98863313953137,1,2025-04-16 16:13:58.941686,user_3372,4,investment
How can I make $1000 in 30 days with this exclusive deal strategy?,78.37478028565859,1,2025-08-21 16:13:58.941700,user_4365,4,investment
How can I make $1000 in 30 days with this get rich quick strategy?,69.48483704850972,1,2025-08-24 16:13:58.941714,user_4063,3,investment
Can I really earn $5000 per day with this 7 system?,67.28047506528937,1,2025-04-18 16:13:58.941727,user_5666,0,investment
Is quick money trading bot that guarantees 90% profit real?,71.6569043972581,1,2025-01-26 16:13:58.941740,user_3802,5,investment
How can I make $1000 in 7 days with this limited time offer strategy?,65.18856092452434,1,2025-03-06 16:13:58.941753,user_9506,3,investment
How can I make $10000 in 7 days with this get rich quick strategy?,77.97625962873883,1,2025-05-04 16:13:58.941766,user_2813,0,investment
Can I really earn $10000 per day with this 7 system?,66.36540654723106,1,2025-08-16 16:13:58.941778,user_5167,1,investment
Is this $10000 investment that promises 90% returns legitimate?,84.95431379850444,1,2025-08-01 16:13:58.941794,user_5886,2,investment
Can I really earn $10000 per day with this 30 system?,75.08898994297729,1,2025-08-12 16:13:58.941807,user_4449,1,investment
Can I really earn $5000 per day with this 30 system?,78.70860568293408,1,2025-08-30 16:13:58.941820,user_5950,4,investment
Is this $10000 investment that promises 90% returns legitimate?,79.7440951381761,1,2025-06-13 16:13:58.941834,user_2295,0,investment
Is this $10000 investment that promises 30% returns legitimate?,84.68142095543693,1,2025-09-04 16:13:58.941847,user_5595,2,investment
"Someone offered me a $1000 opportunity, should I invest?",66.64066278742246,1,2025-01-06 16:13:58.941860,user_9924,3,investment
"Someone offered me a $1000 opportunity, should I invest?",74.70136696206913,1,2024-10-28 16:13:58.941873,user_9943,5,investment
"Someone offered me a $1000 opportunity, should I invest?",72.07143282508896,1,2024-09-14 16:13:58.941886,user_1467,0,investment
How can I make quick money in 7 days with this exclusive deal strategy?,77.81494729284903,1,2025-08-06 16:13:58.941900,user_6264,5,investment
How can I make $10000 in 7 days with this work from home strategy?,81.28368431790535,1,2024-11-10 16:13:58.941914,user_4773,4,investment
Is $1000 trading bot that guarantees 90% profit real?,87.18669779487205,1,2025-05-22 16:13:58.941931,user_6682,1,investment
"Someone offered me a $10000 opportunity, should I invest?",84.21293431143316,1,2024-11-01 16:13:58.941944,user_4155,2,investment
Is quick money trading bot that guarantees 90% profit real?,70.96076100928404,1,2024-11-05 16:13:58.941957,user_4036,5,investment
Can I really earn $5000 per day with this 90 system?,84.18591129885557,1,2025-04-28 16:13:58.941970,user_2140,1,investment
"Someone offered me a $10000 opportunity, should I invest?",75.60211556000067,1,2025-02-26 16:13:58.941983,user_5669,3,investment
How can I make quick money in 7 days with this work from home strategy?,76.6431040319476,1,2025-03-04 16:13:58.941996,user_5477,3,investment
"Someone offered me a $10000 opportunity, should I invest?",84.7325608649891,1,2025-06-05 16:13:58.942010,user_6217,1,investment
Is this $5000 investment that promises 7% returns legitimate?,84.46581042013793,1,2025-05-27 16:13:58.942023,user_1010,4,investment
Is $10000 trading bot that guarantees 30% profit real?,94.32066191451577,1,2025-04-21 16:13:58.942039,user_8939,2,investment
Is quick money trading bot that guarantees 30% profit real?,83.7897240077188,1,2024-10-20 16:13:58.942052,user_2033,0,investment
How can I make $10000 in 7 days with this limited time offer strategy?,71.09184885411251,1,2025-08-24 16:13:58.942065,user_4799,1,investment
"Someone offered me a $5000 opportunity, should I invest?",85.77180822053923,1,2025-06-29 16:13:58.942082,user_1606,3,investment
How can I make $1000 in 7 days with this get rich quick strategy?,70.05691200941497,1,2025-04-14 16:13:58.942096,user_8309,5,investment
"Someone offered me a $1000 opportunity, should I invest?",78.53910129042008,1,2025-09-13 16:13:58.942121,user_6967,3,investment
"Someone offered me a $1000 opportunity, should I invest?",92.1799161934141,1,2024-11-29 16:13:58.942135,user_2794,0,investment
Is quick money trading bot that guarantees 30% profit real?,79.42470375160855,1,2024-12-10 16:13:58.942148,user_9911,2,investment
"Someone offered me a $10000 opportunity, should I invest?",74.19831497653823,1,2025-03-18 16:13:58.942161,user_1004,3,investment
Is this quick money investment that promises 7% returns legitimate?,77.92457773270098,1,2025-01-10 16:13:58.942174,user_4727,2,investment
How can I make $5000 in 7 days with this pyramid scheme strategy?,91.07349460170857,1,2024-12-15 16:13:58.942187,user_7144,1,investment
Can I really earn $1000 per day with this 30 system?,74.25597743419897,1,2025-03-29 16:13:58.942200,user_3172,0,investment
How can I make quick money in 90 days with this double your money strategy?,83.11282974869485,1,2024-11-20 16:13:58.942214,user_4424,4,investment
Is $10000 trading bot that guarantees 30% profit real?,69.49091170082687,1,2025-01-25 16:13:58.942227,user_7583,5,investment
"Someone offered me a $5000 opportunity, should I invest?",90.13658077827888,1,2025-03-04 16:13:58.942241,user_5996,0,investment
Can I really earn $1000 per day with this 7 system?,60.0,1,2025-03-27 16:13:58.942254,user_3165,1,investment
Can I really earn $1000 per day with this 30 system?,83.59575955516016,1,2025-05-12 16:13:58.942267,user_7705,2,investment
Is $5000 trading bot that guarantees 7% profit real?,63.030157434184645,1,2025-02-18 16:13:58.942281,user_9057,0,investment
How can I make quick money in 7 days with this ponzi strategy?,74.38596689533057,1,2024-10-28 16:13:58.942295,user_3705,5,investment
Is $5000 trading bot that guarantees 90% profit real?,73.88280716393152,1,2025-01-08 16:13:58.942308,user_9308,3,investment
Is this quick money investment that promises 30% returns legitimate?,74.91014410022986,1,2025-07-26 16:13:58.942322,user_4179,3,investment
How can I make quick money in 30 days with this no experience needed strategy?,60.0,1,2024-10-20 16:13:58.942334,user_8787,3,investment
Is $10000 trading bot that guarantees 30% profit real?,70.27548943124619,1,2024-09-21 16:13:58.942350,user_4113,4,investment
"Someone offered me a quick money opportunity, should I invest?",89.2651461261346,1,2025-04-19 16:13:58.942364,user_6140,4,investment
Is this $5000 investment that promises 30% returns legitimate?,75.00050664531778,1,2024-09-17 16:13:58.942379,user_8395,2,investment
Is this $10000 investment that promises 90% returns legitimate?,70.38592838316217,1,2025-03-01 16:13:58.942392,user_7570,0,investment
Is this $10000 investment that promises 30% returns legitimate?,73.5766346315065,1,2025-04-30 16:13:58.942406,user_7410,1,investment
How can I make $5000 in 30 days with this affiliate marketing strategy?,95.0,1,2025-07-05 16:13:58.942419,user_6223,4,investment
Is quick money trading bot that guarantees 90% profit real?,73.91574238128217,1,2025-06-06 16:13:58.942432,user_6641,5,investment
How can I make $10000 in 7 days with this network marketing strategy?,60.345739647927076,1,2025-03-22 16:13:58.942445,user_7492,4,investment
How can I make $5000 in 90 days with this easy money strategy?,79.27848440262373,1,2025-07-09 16:13:58.942459,user_3093,2,investment
"Someone offered me a $1000 opportunity, should I invest?",85.82114905157971,1,2025-01-31 16:13:58.942472,user_8524,4,investment
Is this quick money investment that promises 90% returns legitimate?,65.80508589590177,1,2025-05-26 16:13:58.942484,user_7981,5,investment
Is this quick money investment that promises 30% returns legitimate?,95.0,1,2025-03-17 16:13:58.942497,user_8041,3,investment
"Someone offered me a $5000 opportunity, should I invest?",73.67569442240718,1,2025-01-08 16:13:58.942510,user_9394,1,investment
How can I make quick money in 30 days with this cryptocurrency scam strategy?,95.0,1,2024-12-15 16:13:58.942523,user_5311,0,investment
Is $1000 trading bot that guarantees 30% profit real?,76.37480985476394,1,2024-11-12 16:13:58.942537,user_2659,3,investment
Is $1000 trading bot that guarantees 90% profit real?,87.22226723853876,1,2025-01-28 16:13:58.942550,user_1119,0,investment
Can I really earn $5000 per day with this 90 system?,68.23196735349538,1,2025-02-26 16:13:58.942563,user_9326,3,investment
Can I really earn $1000 per day with this 30 system?,88.68358680277903,1,2025-06-30 16:13:58.942576,user_3006,0,investment
How can I make $1000 in 7 days with this no experience needed strategy?,77.65715988924896,1,2024-09-17 16:13:58.942590,user_9311,0,investment
Is $10000 trading bot that guarantees 90% profit real?,69.92530280906655,1,2025-09-04 16:13:58.942603,user_1355,2,investment
Is this $5000 investment that promises 90% returns legitimate?,94.65509171665622,1,2024-11-03 16:13:58.942620,user_1007,2,investment
Can I really earn $10000 per day with this 90 system?,91.09320610180211,1,2025-02-06 16:13:58.942635,user_8622,2,investment
Can I really earn $10000 per day with this 30 system?,82.64987492422897,1,2025-08-02 16:13:58.942648,user_5152,2,investment
"Someone offered me a $1000 opportunity, should I invest?",95.0,1,2024-12-02 16:13:58.942661,user_9652,4,investment
Is $5000 trading bot that guarantees 30% profit real?,76.57187957286662,1,2025-03-13 16:13:58.942674,user_2652,3,investment
How can I make $10000 in 30 days with this insider trading strategy?,86.5456844922706,1,2025-08-01 16:13:58.942687,user_3485,0,investment
How can I make $1000 in 7 days with this affiliate marketing strategy?,92.24196764360421,1,2025-03-19 16:13:58.942701,user_3747,5,investment
Is this $1000 investment that promises 7% returns legitimate?,61.73478050866718,1,2025-08-04 16:13:58.942714,user_4926,2,investment
Is this $10000 investment that promises 30% returns legitimate?,83.4141805005985,1,2024-12-14 16:13:58.942728,user_2945,1,investment
Is quick money trading bot that guarantees 30% profit real?,69.80034663609169,1,2025-01-29 16:13:58.942741,user_3754,1,investment
Is $5000 trading bot that guarantees 30% profit real?,84.49664653215589,1,2025-09-14 16:13:58.942755,user_8042,3,investment
"Someone offered me a $5000 opportunity, should I invest?",64.72315987389428,1,2025-04-30 16:13:58.942769,user_3332,5,investment
Can I really earn $5000 per day with this 30 system?,87.93528266263043,1,2025-09-13 16:13:58.942784,user_7447,0,investment
Can I really earn quick money per day with this 30 system?,72.84100105706169,1,2024-10-21 16:13:58.942797,user_3194,0,investment
How can I make $5000 in 90 days with this network marketing strategy?,81.21150693612725,1,2025-05-30 16:13:58.942814,user_2944,1,investment
"Someone offered me a $1000 opportunity, should I invest?",85.5427900834547,1,2025-08-27 16:13:58.942828,user_5435,5,investment
Can I really earn $10000 per day with this 7 system?,60.0,1,2025-02-03 16:13:58.942841,user_9939,4,investment
How can I make $5000 in 90 days with this network marketing strategy?,73.18351504394202,1,2025-04-26 16:13:58.942854,user_6945,0,investment
Is quick money trading bot that guarantees 90% profit real?,82.08192152253125,1,2024-09-17 16:13:58.942870,user_1258,2,investment
How can I make $1000 in 7 days with this network marketing strategy?,85.4560162059128,1,2024-11-14 16:13:58.942892,user_5233,4,investment
Is quick money trading bot that guarantees 90% profit real?,82.30013943724614,1,2024-12-21 16:13:58.942906,user_6863,2,investment
"Someone offered me a quick money opportunity, should I invest?",81.72468266332699,1,2025-01-20 16:13:58.942920,user_5239,1,investment
Is this $1000 investment that promises 30% returns legitimate?,82.30611356465343,1,2025-07-11 16:13:58.942932,user_1286,3,investment
Is this $10000 investment that promises 90% returns legitimate?,78.48438858013972,1,2025-06-10 16:13:58.942946,user_9471,4,investment
Is this $10000 investment that promises 7% returns legitimate?,74.91938670653002,1,2025-05-10 16:13:58.942960,user_5039,2,investment
"Someone offered me a $1000 opportunity, should I invest?",80.92334635419842,1,2025-01-30 16:13:58.942973,user_5739,2,investment
Can I really earn quick money per day with this 90 system?,78.09021359599558,1,2024-12-18 16:13:58.942987,user_2655,0,investment
Is quick money trading bot that guarantees 7% profit real?,85.99526211769,1,2025-02-10 16:13:58.943000,user_2267,2,investment
Can I really earn $5000 per day with this 7 system?,76.72912115507165,1,2024-12-01 16:13:58.943013,user_2565,2,investment
Can I really earn $1000 per day with this 7 system?,71.02642784075628,1,2025-05-30 16:13:58.943026,user_1296,5,investment
"Someone offered me a $5000 opportunity, should I invest?",66.69027300324183,1,2024-12-28 16:13:58.943039,user_4011,1,investment
Is $5000 trading bot that guarantees 90% profit real?,73.81339774445493,1,2025-07-07 16:13:58.943052,user_8534,0,investment
